Pool_Numb,PlateRun,PlateRunDate,SH_Temp,SH_Tide,Bag,Site,Lease,Species,Year,Cohort,Sample_Date,Sampling_Period,Pool_Rep,Weight_mg,SampleSize,Copies_per_2ul,Copies_per_ul,CopiesX200,Copies_per_mgTissue,log_transform,OsHV1,Pos_Neg,,Notes
711,25,45089,15,Tide,29,South,TBOC,M. gigas,2022,2022,10-Aug-22,5,4,16.9,5,37.67951825,18.83975912,3767.951825,222.9557293,2.348218637,1,Pos,,
712,25,45089,15,Tide,30,South,TBOC,M. gigas,2022,2022,10-Aug-22,5,1,19.8,5,3.450052661,1.72502633,345.0052661,17.42450839,1.241160534,1,Pos,,
713,25,45089,15,Tide,30,South,TBOC,M. gigas,2022,2022,10-Aug-22,5,2,11.6,5,12.88636694,6.443183472,1288.636694,111.0893702,2.045672505,1,Pos,,
714,25,45089,15,Tide,30,South,TBOC,M. gigas,2022,2022,10-Aug-22,5,3,11.2,5,10.24611636,5.123058178,1024.611636,91.48318174,1.961341261,1,Pos,,
715,25,45089,15,Tide,30,South,TBOC,M. gigas,2022,2022,10-Aug-22,5,4,15.4,5,36.06793074,18.03396537,3606.793074,234.2073424,2.369600506,1,Pos,,
716,25,45089,21,Tide,31,South,TBOC,M. gigas,2022,2022,10-Aug-22,5,1,12.5,5,0,0,0,0,0,0,Neg,,
717,25,45089,21,Tide,31,South,TBOC,M. gigas,2022,2022,10-Aug-22,5,2,12.5,5,57.82752262,28.91376131,5782.752262,462.620181,2.665224574,1,Pos,,
718,25,45089,21,Tide,31,South,TBOC,M. gigas,2022,2022,10-Aug-22,5,3,9.9,5,0,0,0,0,0,0,Neg,,
719,25,45089,21,Tide,31,South,TBOC,M. gigas,2022,2022,10-Aug-22,5,4,14,5,1.453894182,0.726947091,145.3894182,10.38495844,1.016404763,0,Neg,,
720,25,45089,21,Tide,32,South,TBOC,M. gigas,2022,2022,10-Aug-22,5,1,18.3,5,18.95953327,9.479766634,1895.953327,103.6040069,2.015376552,1,Pos,,
721,25,45089,21,Tide,32,South,TBOC,M. gigas,2022,2022,10-Aug-22,5,2,14.2,5,2.856099722,1.428049861,285.6099722,20.11337832,1.303485023,0,Neg,,
722,25,45089,21,Tide,32,South,TBOC,M. gigas,2022,2022,10-Aug-22,5,3,18.4,5,21.28228482,10.64114241,2128.228482,115.6645914,2.063200428,1,Pos,,
723,25,45089,21,Tide,32,South,TBOC,M. gigas,2022,2022,10-Aug-22,5,4,16.2,5,31.89973683,15.94986842,3189.973683,196.9119558,2.294272086,1,Pos,,
724,25,45089,21,Tide,33,South,TBOC,M. gigas,2022,2022,10-Aug-22,5,1,13.5,5,20.86924321,10.43462161,2086.924321,154.5869867,2.189172932,1,Pos,,
725,25,45089,21,Tide,33,South,TBOC,M. gigas,2022,2022,10-Aug-22,5,2,14.3,5,2.003655465,1.001827732,200.3655465,14.01157668,1.146487008,0,Neg,,
726,25,45089,21,Tide,33,South,TBOC,M. gigas,2022,2022,10-Aug-22,5,3,14.7,5,14.06499329,7.032496647,1406.499329,95.6802265,1.980822195,1,Pos,,
727,25,45089,21,Tide,33,South,TBOC,M. gigas,2022,2022,10-Aug-22,5,4,24.5,5,20.90908086,10.45454043,2090.908086,85.34318717,1.931168858,1,Pos,,
728,25,45089,21,No Tide,34,South,TBOC,M. gigas,2022,2022,10-Aug-22,5,1,23.8,5,15.49716228,7.748581142,1549.716228,65.11412724,1.813675224,1,Pos,,
729,25,45089,21,No Tide,34,South,TBOC,M. gigas,2022,2022,10-Aug-22,5,2,19.9,5,84.86289914,42.43144957,8486.289914,426.4467294,2.629864788,1,Pos,,
730,25,45089,21,No Tide,34,South,TBOC,M. gigas,2022,2022,10-Aug-22,5,3,20.5,5,0,0,0,0,0,0,Neg,,
731,25,45089,21,No Tide,34,South,TBOC,M. gigas,2022,2022,10-Aug-22,5,4,20.1,5,19.32369395,9.661846974,1932.369395,96.13778084,1.982894093,1,Pos,,
732,25,45089,21,No Tide,35,South,TBOC,M. gigas,2022,2022,10-Aug-22,5,1,20.7,5,3.350388147,1.675194074,335.0388147,16.18544999,1.209124778,1,Pos,,
733,25,45089,21,No Tide,35,South,TBOC,M. gigas,2022,2022,10-Aug-22,5,2,18.6,5,4.951234852,2.475617426,495.1234852,26.61954221,1.425200582,1,Pos,,
734,25,45089,21,No Tide,35,South,TBOC,M. gigas,2022,2022,10-Aug-22,5,3,14.8,5,8.43131614,4.21565807,843.131614,56.9683523,1.755633658,1,Pos,,
735,25,45089,21,No Tide,35,South,TBOC,M. gigas,2022,2022,10-Aug-22,5,4,14.4,5,7.210762092,3.605381046,721.0762092,50.07473675,1.699618675,1,Pos,,
736,25,45089,21,No Tide,36,South,TBOC,M. gigas,2022,2022,10-Aug-22,5,1,22.7,5,19.50094855,9.750474276,1950.094855,85.90726234,1.934029879,1,Pos,,
737,25,45089,21,No Tide,36,South,TBOC,M. gigas,2022,2022,10-Aug-22,5,2,18.6,5,3.802087056,1.901043528,380.2087056,20.44132826,1.310509112,1,Pos,,
738,25,45089,21,No Tide,36,South,TBOC,M. gigas,2022,2022,10-Aug-22,5,3,17.1,5,6.95754969,3.478774845,695.754969,40.68742509,1.609460206,1,Pos,,
739,25,45089,21,No Tide,36,South,TBOC,M. gigas,2022,2022,10-Aug-22,5,4,17.4,5,3.95033792,1.97516896,395.033792,22.7030915,1.356084999,1,Pos,,
