Pool_Numb,PlateRun,PlateRunDate,SH_Temp,SH_Tide,Bag,Site,Lease,Species,Year,Cohort,Sample_Date,Sampling_Period,Pool_Rep,Weight_mg,SampleSize,Copies_per_2ul,Copies_per_ul,CopiesX200,Copies_per_mgTissue,log_transform,OsHV1,Pos_Neg,,Notes
1,1,8/22/2022,None,None,1,North,HIOC,M. gigas,2020,2020,5-Aug-20,3,1,19.4,5,0.878456666,0.439228333,87.84566663,4.528127146,0.655918613,0,Neg,,
1,1,8/22/2022,None,None,1,North,HIOC,M. gigas,2020,2020,5-Aug-20,3,1,19.4,5,0.645706629,0.322853315,64.57066293,3.328384687,0.522233515,0,Neg,,
2,1,8/22/2022,None,None,1,North,HIOC,M. gigas,2020,2020,5-Aug-20,3,2,18.3,5,1.199065082,0.599532541,119.9065082,6.552268208,0.816391666,0,Neg,,
3,1,8/22/2022,None,None,1,North,HIOC,M. gigas,2020,2020,5-Aug-20,3,3,12.7,5,1.862648106,0.931324053,186.2648106,14.66652052,1.166327094,0,Neg,,
4,1,8/22/2022,None,None,1,North,HIOC,M. gigas,2020,2020,5-Aug-20,3,4,23.2,5,4.788511302,2.394255651,478.8511302,20.64013492,1.314712532,1,Pos,,
5,1,8/22/2022,None,None,2,North,HIOC,M. gigas,2020,2020,5-Aug-20,3,1,20.1,5,1.523194986,0.761597493,152.3194986,7.578084506,0.879559444,0,Neg,,
6,1,8/22/2022,None,None,2,North,HIOC,M. gigas,2020,2020,5-Aug-20,3,2,13.6,5,0.307817081,0.153908541,30.78170812,2.263360891,0.354753807,0,Neg,,
7,1,8/22/2022,None,None,2,North,HIOC,M. gigas,2020,2020,5-Aug-20,3,3,15.2,5,3.027696459,1.51384823,302.7696459,19.91905565,1.299268745,1,Pos,,
8,1,8/22/2022,None,None,2,North,HIOC,M. gigas,2020,2020,5-Aug-20,3,4,20.3,5,90.75613377,45.37806688,9075.613377,447.0745506,2.650379949,1,Pos,,
9,1,8/22/2022,None,None,3,North,HIOC,M. gigas,2020,2020,5-Aug-20,3,1,10.2,5,2974572.083,1487286.041,297457208.3,29162471.4,7.464824326,1,Pos,,
10,1,8/22/2022,None,None,3,North,HIOC,M. gigas,2020,2020,5-Aug-20,3,2,12.4,5,28.45566277,14.22783139,2845.566277,229.4811514,2.36074702,1,Pos,,
11,1,8/22/2022,None,None,3,North,HIOC,M. gigas,2020,2020,5-Aug-20,3,3,14.5,5,434662.7066,217331.3533,43466270.66,2997673.839,6.476784378,1,Pos,,
12,1,8/22/2022,None,None,3,North,HIOC,M. gigas,2020,2020,5-Aug-20,3,4,17.5,5,6.992161289,3.496080644,699.2161289,39.95520736,1.601573389,1,Pos,,
13,1,8/22/2022,None,None,4,North,HIOC,M. gigas,2020,2020,5-Aug-20,3,1,20.5,5,15.74191252,7.870956262,1574.191252,76.78981719,1.885303634,1,Pos,,
14,1,8/22/2022,None,None,4,North,HIOC,M. gigas,2020,2020,5-Aug-20,3,2,19.6,5,0.829966976,0.414983488,82.99669764,4.23452539,0.626804741,0,Neg,,
15,1,8/22/2022,None,None,4,North,HIOC,M. gigas,2020,2020,5-Aug-20,3,3,21.4,6,1.622657934,0.811328967,162.2657934,7.58251371,0.879813204,0,Neg,,
16,1,8/22/2022,None,None,4,North,HIOC,M. gigas,2020,2020,5-Aug-20,3,4,19.2,4,0,0,0,0,0,0,Neg,,
17,2,8/24/2022,None,None,5,South,TBOC,M. gigas,2020,2020,20-Aug-20,4,1,23.2,5,0,0,0,0,0,0,Neg,,
18,2,8/24/2022,None,None,5,South,TBOC,M. gigas,2020,2020,20-Aug-20,4,2,18.2,5,0.029350771,0.014675386,2.935077109,0.161267973,-0.792451873,0,Neg,,
19,2,8/24/2022,None,None,5,South,TBOC,M. gigas,2020,2020,20-Aug-20,4,3,20.2,5,0,0,0,0,0,0,Neg,,
20,2,8/24/2022,None,None,5,South,TBOC,M. gigas,2020,2020,20-Aug-20,4,4,17,5,0.051171256,0.025585628,5.117125621,0.301007389,-0.521422843,0,Neg,,
21,2,8/24/2022,None,None,6,South,TBOC,M. gigas,2020,2020,20-Aug-20,4,1,22.7,5,0,0,0,0,0,0,Neg,,
22,2,8/24/2022,None,None,6,South,TBOC,M. gigas,2020,2020,20-Aug-20,4,2,16.9,5,0,0,0,0,0,0,Neg,,
23,2,8/24/2022,None,None,6,South,TBOC,M. gigas,2020,2020,20-Aug-20,4,3,20.7,5,0.051407851,0.025703925,5.140785071,0.248347105,-0.604940898,0,Neg,,
24,2,8/24/2022,None,None,6,South,TBOC,M. gigas,2020,2020,20-Aug-20,4,4,14.6,5,0.048680925,0.024340462,4.868092495,0.333430993,-0.476994034,0,Neg,,
25,2,8/24/2022,None,None,7,South,TBOC,M. gigas,2020,2020,20-Aug-20,4,1,13.9,5,0.058005703,0.029002851,5.800570265,0.417307213,-0.379544108,0,Neg,,
26,2,8/24/2022,None,None,7,South,TBOC,M. gigas,2020,2020,20-Aug-20,4,2,12.3,5,0.031259095,0.015629548,3.125909528,0.254138986,-0.594928707,0,Neg,,
27,2,8/24/2022,None,None,7,South,TBOC,M. gigas,2020,2020,20-Aug-20,4,3,11.7,5,0,0,0,0,0,0,Neg,,
28,2,8/24/2022,None,None,7,South,TBOC,M. gigas,2020,2020,20-Aug-20,4,4,20.8,5,0,0,0,0,0,0,Neg,,
29,2,8/24/2022,None,None,8,South,TBOC,M. gigas,2020,2020,20-Aug-20,4,1,14.9,5,0.325744772,0.162872386,32.57447722,2.186206525,0.339691186,0,Neg,,
30,2,8/24/2022,None,None,8,South,TBOC,M. gigas,2020,2020,20-Aug-20,4,2,21.5,5,0.042343316,0.021171658,4.23433155,0.196945654,-0.705653599,0,Neg,,
31,2,8/24/2022,None,None,8,South,TBOC,M. gigas,2020,2020,20-Aug-20,4,3,14.2,5,0.042343316,0.021171658,4.23433155,0.298192363,-0.525503484,0,Neg,,
32,2,8/24/2022,None,None,8,South,TBOC,M. gigas,2020,2020,20-Aug-20,4,4,13.1,5,0.050355085,0.025177543,5.035508538,0.384389965,-0.415227959,0,Neg,,
33,3a,9/28/2022,None,None,1,North,HIOC,M. gigas,2021,2020,1-Dec-21,5,1,20.7,3,1.00950024,0.50475012,100.950024,4.876812752,0.688136081,0,Neg,,
34,3a,9/28/2022,None,None,1,North,HIOC,M. gigas,2021,2020,1-Dec-21,5,2,17.7,3,0.44757908,0.22378954,44.75790797,2.528695366,0.402896513,0,Neg,,
35,3a,9/28/2022,None,None,1,North,HIOC,M. gigas,2021,2020,1-Dec-21,5,3,16.1,3,0.115012601,0.0575063,11.5012601,0.714363981,-0.146080451,0,Neg,,
36,3a,9/28/2022,None,None,2,North,HIOC,M. gigas,2021,2020,1-Dec-21,5,1,24.1,3,80.75630147,40.37815074,8075.630147,335.0883879,2.525159378,1,Pos,,
37,3a,9/28/2022,None,None,2,North,HIOC,M. gigas,2021,2020,1-Dec-21,5,2,16.4,3,5.341306526,2.670653263,534.1306526,32.56894223,1.512803654,1,Pos,,
38,3a,9/28/2022,None,None,2,North,HIOC,M. gigas,2021,2020,1-Dec-21,5,3,20,3,0.421368437,0.210684219,42.1368437,2.106842185,0.323632006,0,Neg,,
39,3a,9/28/2022,None,None,3,North,HIOC,M. gigas,2021,2020,1-Dec-21,5,1,24.3,3,0.486290229,0.243145114,48.62902286,2.001194357,0.301289269,0,Neg,,
40,3a,9/28/2022,None,None,3,North,HIOC,M. gigas,2021,2020,1-Dec-21,5,2,19.9,3,0.076959773,0.038479887,7.695977311,0.386732528,-0.412589298,0,Neg,,
41,3a,9/28/2022,None,None,3,North,HIOC,M. gigas,2021,2020,1-Dec-21,5,3,16.5,3,11.86340333,5.931701664,1186.340333,71.89941411,1.856725351,1,Pos,,
42,3a,9/28/2022,None,None,4,North,HIOC,M. gigas,2021,2020,1-Dec-21,5,1,17.3,3,0.40526157,0.202630785,40.52615699,2.342552427,0.369689319,0,Neg,,
43,3a,9/28/2022,None,None,4,North,HIOC,M. gigas,2021,2020,1-Dec-21,5,2,20.3,3,0.307808012,0.153904006,30.7808012,1.516295626,0.180783882,0,Neg,,
44,3a,9/28/2022,None,None,4,North,HIOC,M. gigas,2021,2020,1-Dec-21,5,3,19.1,3,4.328802209,2.164401105,432.8802209,22.66388591,1.355334375,1,Pos,,
45,4,,None,None,5,South,TBOC,M. gigas,2021,2020,1-Dec-21,5,1,19.7,3,0,0,0,0,0,0,Neg,,
46,4,,None,None,5,South,TBOC,M. gigas,2021,2020,1-Dec-21,5,2,17.5,3,0.072884477,0.036442239,7.288447704,0.416482726,-0.380403007,0,Neg,,
47,4,,None,None,5,South,TBOC,M. gigas,2021,2020,1-Dec-21,5,3,17.9,3,0,0,0,0,0,0,Neg,,
48,4,,None,None,6,South,TBOC,M. gigas,2021,2020,1-Dec-21,5,1,17.7,3,0,0,0,0,0,0,Neg,,
49,4,,None,None,6,South,TBOC,M. gigas,2021,2020,1-Dec-21,5,2,15.8,3,0.066621341,0.033310671,6.662134126,0.421654059,-0.375043715,0,Neg,,
50,4,,None,None,6,South,TBOC,M. gigas,2021,2020,1-Dec-21,5,3,16.6,3,0,0,0,0,0,0,Neg,,
51,4,,None,None,7,South,TBOC,M. gigas,2021,2020,1-Dec-21,5,1,20.7,3,0.264894331,0.132447165,26.48943305,1.279682756,0.107102318,0,Neg,,
52,4,,None,None,7,South,TBOC,M. gigas,2021,2020,1-Dec-21,5,2,19.7,2,0.36474554,0.18237277,36.47455399,1.851500203,0.267523764,0,Neg,,
53,4,,None,None,7,South,TBOC,M. gigas,2021,2020,1-Dec-21,5,3,20.9,3,0.039501481,0.019750741,3.950148115,0.189002302,-0.723532906,0,Neg,,
54,4,,None,None,8,South,TBOC,M. gigas,2021,2020,1-Dec-21,5,1,16,3,0,0,0,0,0,0,Neg,,
55,4,,None,None,8,South,TBOC,M. gigas,2021,2020,1-Dec-21,5,2,21.6,3,0.083624707,0.041812353,8.362470678,0.38715142,-0.412119143,0,Neg,,
56,4,,None,None,8,South,TBOC,M. gigas,2021,2020,1-Dec-21,5,3,20.2,3,0,0,0,0,0,0,Neg,,
57,5,15-Feb-23,None,None,5,South,TBOC,M. gigas,2020,2020,4-Aug-20,3,1,19.1,5,0.384673006,0.192336503,38.4673006,2.013994796,0.304058344,0,Neg,,
58,5,15-Feb-23,None,None,5,South,TBOC,M. gigas,2020,2020,4-Aug-20,3,2,24,5,0.246142108,0.123071054,24.6142108,1.025592117,0.010974674,0,Neg,,
59,5,15-Feb-23,None,None,5,South,TBOC,M. gigas,2020,2020,4-Aug-20,3,3,15.6,5,0.25880765,0.129403825,25.880765,1.659023397,0.219852511,0,Neg,,
60,5,15-Feb-23,None,None,5,South,TBOC,M. gigas,2020,2020,4-Aug-20,3,4,18.7,5,0.363130245,0.181565123,36.3130245,1.941872968,0.288220816,0,Neg,,
61,5,15-Feb-23,None,None,6,South,TBOC,M. gigas,2020,2020,4-Aug-20,3,5,18.5,5,0.378507146,0.189253573,37.8507146,2.045984573,0.310902355,0,Neg,,
62,5,15-Feb-23,None,None,6,South,TBOC,M. gigas,2020,2020,4-Aug-20,3,6,24.2,5,0.040951242,0.020475621,4.0951242,0.169220008,-0.771548288,0,Neg,,
63,5,15-Feb-23,None,None,6,South,TBOC,M. gigas,2020,2020,4-Aug-20,3,7,21.6,5,0.610548759,0.30527438,61.0548759,2.826614625,0.451266602,0,Neg,,
64,5,15-Feb-23,None,None,6,South,TBOC,M. gigas,2020,2020,4-Aug-20,3,8,23.1,5,0.341117142,0.170558571,34.1117142,1.476697584,0.169291564,0,Neg,,
65,5,15-Feb-23,None,None,7,South,TBOC,M. gigas,2020,2020,4-Aug-20,3,9,22.6,5,0.158387975,0.079193988,15.8387975,0.700831748,-0.154386233,0,Neg,,
66,5,15-Feb-23,None,None,7,South,TBOC,M. gigas,2020,2020,4-Aug-20,3,10,23.6,5,0.271751145,0.135875573,27.1751145,1.151487903,0.06125938,0,Neg,,
67,5,15-Feb-23,None,None,7,South,TBOC,M. gigas,2020,2020,4-Aug-20,3,11,22.3,5,0.217951662,0.108975831,21.7951662,0.977361713,-0.009944678,0,Neg,,
68,5,15-Feb-23,None,None,7,South,TBOC,M. gigas,2020,2020,4-Aug-20,3,12,20.6,5,0.343829363,0.171914682,34.3829363,1.669074578,0.222475742,0,Neg,,
69,5,15-Feb-23,None,None,8,South,TBOC,M. gigas,2020,2020,4-Aug-20,3,13,17.6,5,0.499203986,0.249601993,49.9203986,2.836386284,0.452765377,0,Neg,,
70,5,15-Feb-23,None,None,8,South,TBOC,M. gigas,2020,2020,4-Aug-20,3,14,19.1,5,0.574970731,0.287485366,57.4970731,3.010317963,0.47861237,0,Neg,,
71,5,15-Feb-23,None,None,8,South,TBOC,M. gigas,2020,2020,4-Aug-20,3,15,17,5,0.417534057,0.208767029,41.7534057,2.456082688,0.390242984,0,Neg,,
72,5,15-Feb-23,None,None,8,South,TBOC,M. gigas,2020,2020,4-Aug-20,3,16,19.1,5,0.430943132,0.215471566,43.0943132,2.256246764,0.353386596,0,Neg,,
73,5,15-Feb-23,None,None,1,North,HIOC,M. gigas,2020,2020,20-Aug-20,4,17,22.6,5,0.131662541,0.065831271,13.1662541,0.582577615,-0.234646207,0,Neg,,
74,5,15-Feb-23,None,None,1,North,HIOC,M. gigas,2020,2020,20-Aug-20,4,18,15.5,5,0.347752163,0.173876082,34.7752163,2.243562342,0.350938142,0,Neg,,
75,5,15-Feb-23,None,None,1,North,HIOC,M. gigas,2020,2020,20-Aug-20,4,19,14.8,5,0.215183444,0.107591722,21.5183444,1.453942189,0.162547139,0,Neg,,
76,5,15-Feb-23,None,None,1,North,HIOC,M. gigas,2020,2020,20-Aug-20,4,20,15,5,0.285320563,0.142660282,28.5320563,1.902137087,0.279241813,0,Neg,,
77,5,15-Feb-23,None,None,2,North,HIOC,M. gigas,2020,2020,20-Aug-20,4,1,16.7,5,54.51817837,27.25908919,5451.817837,326.4561579,2.513824865,1,Pos,,
78,5,15-Feb-23,None,None,2,North,HIOC,M. gigas,2020,2020,20-Aug-20,4,2,15.3,5,53.07254467,26.53627234,5307.254467,346.8793769,2.54017848,1,Pos,,
79,5,15-Feb-23,None,None,2,North,HIOC,M. gigas,2020,2020,20-Aug-20,4,3,19.2,5,265.3538197,132.6769099,26535.38197,1382.051144,3.140524115,1,Pos,,
80,5,15-Feb-23,None,None,2,North,HIOC,M. gigas,2020,2020,20-Aug-20,4,4,16.8,5,40.94443949,20.47221975,4094.443949,243.7169017,2.386885648,1,Pos,,
81,5,15-Feb-23,None,None,3,North,HIOC,M. gigas,2020,2020,20-Aug-20,4,1,20.9,5,0.922606091,0.461303046,92.2606091,4.414383211,0.644870031,0,Neg,,
82,5,15-Feb-23,None,None,3,North,HIOC,M. gigas,2020,2020,20-Aug-20,4,2,17.2,5,799984.5345,399992.2673,79998453.45,4651072.875,6.667553144,1,Pos,,
83,5,15-Feb-23,None,None,3,North,HIOC,M. gigas,2020,2020,20-Aug-20,4,3,16.4,5,1.710160357,0.855080179,171.0160357,10.42780705,1.018192987,0,Neg,,
84,5,15-Feb-23,None,None,3,North,HIOC,M. gigas,2020,2020,20-Aug-20,4,4,19.3,5,7.839597886,3.919798943,783.9597886,40.61967817,1.608736478,1,Pos,,
85,5,15-Feb-23,None,None,4,North,HIOC,M. gigas,2020,2020,20-Aug-20,4,1,16.2,5,0.06632648,0.03316324,6.632648,0.409422716,-0.387828065,0,Neg,,
86,5,15-Feb-23,None,None,4,North,HIOC,M. gigas,2020,2020,20-Aug-20,4,2,17.9,5,0.848508634,0.424254317,84.8508634,4.740271698,0.675803235,0,Neg,,
87,5,15-Feb-23,None,None,4,North,HIOC,M. gigas,2020,2020,20-Aug-20,4,3,20.4,5,0.073676978,0.036838489,7.3676978,0.361161657,-0.442298363,0,Neg,,
88,5,15-Feb-23,None,None,4,North,HIOC,M. gigas,2020,2020,20-Aug-20,4,4,23.3,5,0.68512878,0.34256439,68.512878,2.940466867,0.46841629,0,Neg,,
89,6,8-Mar-23,None,None,5,South,TBOC,M. gigas,2022,2022,29-Jul-22,4,1,18.8,3,0.136051264,0.068025632,13.60512645,0.723676939,-0.140455267,0,Neg,,
90,6,8-Mar-23,None,None,5,South,TBOC,M. gigas,2022,2022,29-Jul-22,4,2,18.2,3,0.044609095,0.022304548,4.46090952,0.245104919,-0.610647973,0,Neg,,
91,6,8-Mar-23,None,None,5,South,TBOC,M. gigas,2022,2022,29-Jul-22,4,3,19,3,0.052659537,0.026329768,5.265953679,0.277155457,-0.557276566,0,Neg,,
92,6,8-Mar-23,None,None,1,North,HIOC,M. gigas,2022,2022,12-Aug-22,5,1,17.3,3,0.045600807,0.022800403,4.560080652,0.263588477,-0.579073579,0,Neg,,
93,6,8-Mar-23,None,None,6,North,HIOC,M. gigas,2022,2022,29-Jul-22,4,1,20.7,3,0,0,0,0,0,0,Neg,,
94,6,8-Mar-23,None,None,6,South,TBOC,M. gigas,2022,2022,29-Jul-22,4,2,15.6,3,0.110665785,0.055332893,11.06657851,0.709396059,-0.149111229,0,Neg,,
