Date_Time,time_pt,Lease,Site,Sensor,AirTemp_C
7/10/2021 22:53,1,BBOC,Middle,Air,20.76
7/10/2021 23:03,1,BBOC,Middle,Air,20.72
7/10/2021 23:13,1,BBOC,Middle,Air,20.63
7/10/2021 23:23,1,BBOC,Middle,Air,20.46
7/10/2021 23:33,1,BBOC,Middle,Air,20.29
7/10/2021 23:43,1,BBOC,Middle,Air,20.25
7/10/2021 23:53,1,BBOC,Middle,Air,20.16
7/11/2021 0:03,1,BBOC,Middle,Air,20.12
7/11/2021 0:13,1,BBOC,Middle,Air,20.03
7/11/2021 0:23,1,BBOC,Middle,Air,19.99
7/11/2021 0:33,1,BBOC,Middle,Air,19.99
7/11/2021 0:43,1,BBOC,Middle,Air,19.9
7/11/2021 0:53,1,BBOC,Middle,Air,19.9
7/11/2021 1:03,1,BBOC,Middle,Air,19.86
7/11/2021 1:13,1,BBOC,Middle,Air,19.82
7/11/2021 1:23,1,BBOC,Middle,Air,19.77
7/11/2021 1:33,1,BBOC,Middle,Air,19.77
7/11/2021 1:43,1,BBOC,Middle,Air,19.73
7/11/2021 1:53,1,BBOC,Middle,Air,19.73
7/11/2021 2:03,1,BBOC,Middle,Air,19.65
7/11/2021 2:13,1,BBOC,Middle,Air,19.6
7/11/2021 2:23,1,BBOC,Middle,Air,19.52
7/11/2021 2:33,1,BBOC,Middle,Air,19.52
7/11/2021 2:43,1,BBOC,Middle,Air,19.47
7/11/2021 2:53,1,BBOC,Middle,Air,19.43
7/11/2021 3:03,1,BBOC,Middle,Air,19.39
7/11/2021 3:13,1,BBOC,Middle,Air,19.3
7/11/2021 3:23,1,BBOC,Middle,Air,19.26
7/11/2021 3:33,1,BBOC,Middle,Air,19.26
7/11/2021 3:43,1,BBOC,Middle,Air,19.17
7/11/2021 3:53,1,BBOC,Middle,Air,19.22
7/11/2021 4:03,1,BBOC,Middle,Air,19.13
7/11/2021 4:13,1,BBOC,Middle,Air,19.13
7/11/2021 4:23,1,BBOC,Middle,Air,19.13
7/11/2021 4:33,1,BBOC,Middle,Air,19.05
7/11/2021 4:43,1,BBOC,Middle,Air,19
7/11/2021 4:53,1,BBOC,Middle,Air,19
7/11/2021 5:03,1,BBOC,Middle,Air,19
7/11/2021 5:13,1,BBOC,Middle,Air,18.96
7/11/2021 5:23,1,BBOC,Middle,Air,18.96
7/11/2021 5:33,1,BBOC,Middle,Air,18.96
7/11/2021 5:43,1,BBOC,Middle,Air,18.92
7/11/2021 5:53,1,BBOC,Middle,Air,18.87
7/11/2021 6:03,1,BBOC,Middle,Air,18.87
7/11/2021 6:13,1,BBOC,Middle,Air,18.83
7/11/2021 6:23,1,BBOC,Middle,Air,18.79
7/11/2021 6:33,1,BBOC,Middle,Air,18.79
7/11/2021 6:43,1,BBOC,Middle,Air,18.74
7/11/2021 6:53,1,BBOC,Middle,Air,18.74
7/11/2021 7:03,1,BBOC,Middle,Air,18.74
7/11/2021 7:13,1,BBOC,Middle,Air,18.79
7/11/2021 7:23,1,BBOC,Middle,Air,18.79
7/11/2021 7:33,1,BBOC,Middle,Air,18.79
7/11/2021 7:43,1,BBOC,Middle,Air,18.74
7/11/2021 7:53,1,BBOC,Middle,Air,18.74
7/11/2021 8:03,1,BBOC,Middle,Air,18.74
7/11/2021 8:13,1,BBOC,Middle,Air,18.74
7/11/2021 8:23,1,BBOC,Middle,Air,18.74
7/11/2021 8:33,1,BBOC,Middle,Air,18.74
7/11/2021 8:43,1,BBOC,Middle,Air,18.74
7/11/2021 8:53,1,BBOC,Middle,Air,18.79
7/11/2021 9:03,1,BBOC,Middle,Air,18.87
7/11/2021 9:13,1,BBOC,Middle,Air,18.87
7/11/2021 9:23,1,BBOC,Middle,Air,18.96
7/11/2021 9:33,1,BBOC,Middle,Air,19
7/11/2021 9:43,1,BBOC,Middle,Air,19.13
7/11/2021 9:53,1,BBOC,Middle,Air,19.22
7/11/2021 10:03,1,BBOC,Middle,Air,19.26
7/11/2021 10:13,1,BBOC,Middle,Air,19.3
7/11/2021 10:23,1,BBOC,Middle,Air,18.53
7/11/2021 10:33,1,BBOC,Middle,Air,18.53
7/11/2021 10:43,1,BBOC,Middle,Air,18.74
7/11/2021 10:53,1,BBOC,Middle,Air,19.09
7/11/2021 11:03,1,BBOC,Middle,Air,19.56
7/11/2021 11:13,1,BBOC,Middle,Air,20.12
7/11/2021 11:23,1,BBOC,Middle,Air,20.68
7/11/2021 11:33,1,BBOC,Middle,Air,21.19
7/11/2021 11:43,1,BBOC,Middle,Air,21.7
7/11/2021 11:53,1,BBOC,Middle,Air,22.35
7/11/2021 12:03,1,BBOC,Middle,Air,22.99
7/11/2021 12:13,1,BBOC,Middle,Air,23.68
7/11/2021 12:23,1,BBOC,Middle,Air,24.24
7/11/2021 12:33,1,BBOC,Middle,Air,24.71
7/11/2021 12:43,1,BBOC,Middle,Air,25.14
7/11/2021 12:53,1,BBOC,Middle,Air,25.44
7/11/2021 13:03,1,BBOC,Middle,Air,25.69
7/11/2021 13:13,1,BBOC,Middle,Air,25.95
7/11/2021 13:23,1,BBOC,Middle,Air,26.25
7/11/2021 13:33,1,BBOC,Middle,Air,26.6
7/11/2021 13:43,1,BBOC,Middle,Air,26.94
7/11/2021 13:53,1,BBOC,Middle,Air,27.28
7/11/2021 14:03,1,BBOC,Middle,Air,27.58
7/11/2021 14:13,1,BBOC,Middle,Air,27.84
7/11/2021 14:23,1,BBOC,Middle,Air,28.05
7/11/2021 14:33,1,BBOC,Middle,Air,28.18
7/11/2021 14:43,1,BBOC,Middle,Air,28.27
7/11/2021 14:53,1,BBOC,Middle,Air,28.27
7/11/2021 15:03,1,BBOC,Middle,Air,28.35
7/11/2021 15:13,1,BBOC,Middle,Air,28.35
7/11/2021 15:23,1,BBOC,Middle,Air,28.4
7/11/2021 15:33,1,BBOC,Middle,Air,28.44
7/11/2021 15:43,1,BBOC,Middle,Air,28.44
7/11/2021 15:53,1,BBOC,Middle,Air,28.48
7/11/2021 16:03,1,BBOC,Middle,Air,28.53
7/11/2021 16:13,1,BBOC,Middle,Air,28.61
7/11/2021 16:23,1,BBOC,Middle,Air,28.57
7/11/2021 16:33,1,BBOC,Middle,Air,28.61
7/11/2021 16:43,1,BBOC,Middle,Air,28.57
7/11/2021 16:53,1,BBOC,Middle,Air,28.61
7/11/2021 17:03,1,BBOC,Middle,Air,28.61
7/11/2021 17:13,1,BBOC,Middle,Air,28.53
7/11/2021 17:23,1,BBOC,Middle,Air,28.53
7/11/2021 17:33,1,BBOC,Middle,Air,28.48
7/11/2021 17:43,1,BBOC,Middle,Air,28.4
7/11/2021 17:53,1,BBOC,Middle,Air,28.35
7/11/2021 18:03,1,BBOC,Middle,Air,28.27
7/11/2021 18:13,1,BBOC,Middle,Air,28.1
7/11/2021 18:23,1,BBOC,Middle,Air,28.01
7/11/2021 18:33,1,BBOC,Middle,Air,27.88
7/11/2021 18:43,1,BBOC,Middle,Air,27.75
7/11/2021 18:53,1,BBOC,Middle,Air,27.63
7/11/2021 19:03,1,BBOC,Middle,Air,27.37
7/11/2021 19:13,1,BBOC,Middle,Air,27.11
7/11/2021 19:23,1,BBOC,Middle,Air,26.81
7/11/2021 19:33,1,BBOC,Middle,Air,26.38
7/11/2021 19:43,1,BBOC,Middle,Air,25.95
7/11/2021 19:53,1,BBOC,Middle,Air,25.48
7/11/2021 20:03,1,BBOC,Middle,Air,24.97
7/11/2021 20:13,1,BBOC,Middle,Air,24.45
7/11/2021 20:23,1,BBOC,Middle,Air,23.85
7/11/2021 20:33,1,BBOC,Middle,Air,23.29
7/11/2021 20:43,1,BBOC,Middle,Air,22.69
7/11/2021 20:53,1,BBOC,Middle,Air,22.09
7/11/2021 21:03,1,BBOC,Middle,Air,21.58
7/11/2021 21:13,1,BBOC,Middle,Air,21.02
7/11/2021 21:23,1,BBOC,Middle,Air,20.5
7/11/2021 21:33,1,BBOC,Middle,Air,19.99
7/11/2021 21:43,1,BBOC,Middle,Air,19.52
7/11/2021 21:53,1,BBOC,Middle,Air,19.05
7/11/2021 22:03,1,BBOC,Middle,Air,18.62
7/11/2021 22:13,1,BBOC,Middle,Air,18.23
7/11/2021 22:23,1,BBOC,Middle,Air,17.89
7/11/2021 22:33,1,BBOC,Middle,Air,17.54
7/11/2021 22:43,1,BBOC,Middle,Air,17.24
7/11/2021 22:53,1,BBOC,Middle,Air,16.94
7/11/2021 23:03,1,BBOC,Middle,Air,16.73
7/11/2021 23:13,1,BBOC,Middle,Air,16.43
7/11/2021 23:23,1,BBOC,Middle,Air,16.17
7/11/2021 23:33,1,BBOC,Middle,Air,15.91
7/11/2021 23:43,1,BBOC,Middle,Air,15.7
7/11/2021 23:53,1,BBOC,Middle,Air,15.48
7/12/2021 0:03,1,BBOC,Middle,Air,15.27
7/12/2021 0:13,1,BBOC,Middle,Air,15.06
7/12/2021 0:23,1,BBOC,Middle,Air,14.88
7/12/2021 0:33,1,BBOC,Middle,Air,14.71
7/12/2021 0:43,1,BBOC,Middle,Air,14.5
7/12/2021 0:53,1,BBOC,Middle,Air,14.37
7/12/2021 1:03,1,BBOC,Middle,Air,14.24
7/12/2021 1:13,1,BBOC,Middle,Air,14.07
7/12/2021 1:23,1,BBOC,Middle,Air,13.98
7/12/2021 1:33,1,BBOC,Middle,Air,13.85
7/12/2021 1:43,1,BBOC,Middle,Air,13.73
7/12/2021 1:53,1,BBOC,Middle,Air,13.64
7/12/2021 2:03,1,BBOC,Middle,Air,13.51
7/12/2021 2:13,1,BBOC,Middle,Air,13.43
7/12/2021 2:23,1,BBOC,Middle,Air,13.34
7/12/2021 2:33,1,BBOC,Middle,Air,13.25
7/12/2021 2:43,1,BBOC,Middle,Air,13.17
7/12/2021 2:53,1,BBOC,Middle,Air,13.12
7/12/2021 3:03,1,BBOC,Middle,Air,13.04
7/12/2021 3:13,1,BBOC,Middle,Air,13
7/12/2021 3:23,1,BBOC,Middle,Air,12.95
7/12/2021 3:33,1,BBOC,Middle,Air,12.87
7/12/2021 3:43,1,BBOC,Middle,Air,12.78
7/12/2021 3:53,1,BBOC,Middle,Air,12.74
7/12/2021 4:03,1,BBOC,Middle,Air,12.7
7/12/2021 4:13,1,BBOC,Middle,Air,12.65
7/12/2021 4:23,1,BBOC,Middle,Air,12.61
7/12/2021 4:33,1,BBOC,Middle,Air,12.48
7/12/2021 4:43,1,BBOC,Middle,Air,12.52
7/12/2021 4:53,1,BBOC,Middle,Air,12.48
7/12/2021 5:03,1,BBOC,Middle,Air,12.52
7/12/2021 5:13,1,BBOC,Middle,Air,12.52
7/12/2021 5:23,1,BBOC,Middle,Air,12.61
7/12/2021 5:33,1,BBOC,Middle,Air,12.57
7/12/2021 5:43,1,BBOC,Middle,Air,12.57
7/12/2021 5:53,1,BBOC,Middle,Air,12.7
7/12/2021 6:03,1,BBOC,Middle,Air,12.87
7/12/2021 6:13,1,BBOC,Middle,Air,13.21
7/12/2021 6:23,1,BBOC,Middle,Air,13.64
7/12/2021 6:33,1,BBOC,Middle,Air,14.07
7/12/2021 6:43,1,BBOC,Middle,Air,14.37
7/12/2021 6:53,1,BBOC,Middle,Air,14.67
7/12/2021 7:03,1,BBOC,Middle,Air,14.8
7/12/2021 7:13,1,BBOC,Middle,Air,14.84
7/12/2021 7:23,1,BBOC,Middle,Air,14.33
7/12/2021 7:33,1,BBOC,Middle,Air,13.38
7/12/2021 7:43,1,BBOC,Middle,Air,12.05
7/12/2021 7:53,1,BBOC,Middle,Air,10.85
7/12/2021 8:03,1,BBOC,Middle,Air,10.68
7/12/2021 8:13,1,BBOC,Middle,Air,10.77
7/12/2021 8:23,1,BBOC,Middle,Air,10.81
7/12/2021 8:33,1,BBOC,Middle,Air,10.85
7/12/2021 8:43,1,BBOC,Middle,Air,10.98
7/12/2021 8:53,1,BBOC,Middle,Air,11.07
7/12/2021 9:03,1,BBOC,Middle,Air,11.19
7/12/2021 9:13,1,BBOC,Middle,Air,11.24
7/12/2021 9:23,1,BBOC,Middle,Air,11.37
7/12/2021 9:33,1,BBOC,Middle,Air,11.28
7/12/2021 9:43,1,BBOC,Middle,Air,11.41
7/12/2021 9:53,1,BBOC,Middle,Air,11.49
7/12/2021 10:03,1,BBOC,Middle,Air,11.67
7/12/2021 10:13,1,BBOC,Middle,Air,11.75
7/12/2021 10:23,1,BBOC,Middle,Air,11.75
7/12/2021 10:33,1,BBOC,Middle,Air,11.88
7/12/2021 10:43,1,BBOC,Middle,Air,12.05
7/12/2021 10:53,1,BBOC,Middle,Air,12.31
7/12/2021 11:03,1,BBOC,Middle,Air,12.52
7/12/2021 11:13,1,BBOC,Middle,Air,12.7
7/12/2021 11:23,1,BBOC,Middle,Air,12.7
7/12/2021 11:33,1,BBOC,Middle,Air,12.44
7/12/2021 11:43,1,BBOC,Middle,Air,12.35
7/12/2021 11:53,1,BBOC,Middle,Air,12.31
7/12/2021 12:03,1,BBOC,Middle,Air,12.31
7/12/2021 12:13,1,BBOC,Middle,Air,12.35
7/12/2021 12:23,1,BBOC,Middle,Air,12.27
7/12/2021 12:33,1,BBOC,Middle,Air,12.1
7/12/2021 12:43,1,BBOC,Middle,Air,12.01
7/12/2021 12:53,1,BBOC,Middle,Air,11.79
7/12/2021 13:03,1,BBOC,Middle,Air,11.88
7/12/2021 13:13,1,BBOC,Middle,Air,12.05
7/12/2021 13:23,1,BBOC,Middle,Air,12.01
7/12/2021 13:33,1,BBOC,Middle,Air,12.18
7/12/2021 13:43,1,BBOC,Middle,Air,12.14
7/12/2021 13:53,1,BBOC,Middle,Air,12.05
7/12/2021 14:03,1,BBOC,Middle,Air,12.05
7/12/2021 14:13,1,BBOC,Middle,Air,12.05
7/12/2021 14:23,1,BBOC,Middle,Air,11.79
7/12/2021 14:33,1,BBOC,Middle,Air,12.05
7/12/2021 14:43,1,BBOC,Middle,Air,12.14
7/12/2021 14:53,1,BBOC,Middle,Air,12.31
7/12/2021 15:03,1,BBOC,Middle,Air,12.18
7/12/2021 15:13,1,BBOC,Middle,Air,12.27
7/12/2021 15:23,1,BBOC,Middle,Air,12.35
7/12/2021 15:33,1,BBOC,Middle,Air,12.48
7/12/2021 15:43,1,BBOC,Middle,Air,12.48
7/12/2021 15:53,1,BBOC,Middle,Air,12.4
7/12/2021 16:03,1,BBOC,Middle,Air,12.44
7/12/2021 16:13,1,BBOC,Middle,Air,12.52
7/12/2021 16:23,1,BBOC,Middle,Air,12.4
7/12/2021 16:33,1,BBOC,Middle,Air,12.35
7/12/2021 16:43,1,BBOC,Middle,Air,12.4
7/12/2021 16:53,1,BBOC,Middle,Air,12.44
7/12/2021 17:03,1,BBOC,Middle,Air,12.31
7/12/2021 17:13,1,BBOC,Middle,Air,12.4
7/12/2021 17:23,1,BBOC,Middle,Air,12.44
7/12/2021 17:33,1,BBOC,Middle,Air,12.35
7/12/2021 17:43,1,BBOC,Middle,Air,12.44
7/12/2021 17:53,1,BBOC,Middle,Air,12.44
7/12/2021 18:03,1,BBOC,Middle,Air,12.44
7/12/2021 18:13,1,BBOC,Middle,Air,12.27
7/12/2021 18:23,1,BBOC,Middle,Air,12.35
7/12/2021 18:33,1,BBOC,Middle,Air,12.35
7/12/2021 18:43,1,BBOC,Middle,Air,12.35
7/12/2021 18:53,1,BBOC,Middle,Air,12.22
7/12/2021 19:03,1,BBOC,Middle,Air,12.27
7/12/2021 19:13,1,BBOC,Middle,Air,12.14
7/12/2021 19:23,1,BBOC,Middle,Air,12.18
7/12/2021 19:33,1,BBOC,Middle,Air,12.18
7/12/2021 19:43,1,BBOC,Middle,Air,12.18
7/12/2021 19:53,1,BBOC,Middle,Air,12.22
7/12/2021 20:03,1,BBOC,Middle,Air,12.14
7/12/2021 20:13,1,BBOC,Middle,Air,11.97
7/12/2021 20:23,1,BBOC,Middle,Air,12.05
7/12/2021 20:33,1,BBOC,Middle,Air,11.97
7/12/2021 20:43,1,BBOC,Middle,Air,11.84
7/12/2021 20:53,1,BBOC,Middle,Air,11.84
7/12/2021 21:03,1,BBOC,Middle,Air,11.79
7/12/2021 21:13,1,BBOC,Middle,Air,11.84
7/12/2021 21:23,1,BBOC,Middle,Air,11.71
7/12/2021 21:33,1,BBOC,Middle,Air,11.67
7/12/2021 21:43,1,BBOC,Middle,Air,11.71
7/12/2021 21:53,1,BBOC,Middle,Air,11.58
7/12/2021 22:03,1,BBOC,Middle,Air,11.45
7/12/2021 22:13,1,BBOC,Middle,Air,11.37
7/12/2021 22:23,1,BBOC,Middle,Air,11.32
7/12/2021 22:33,1,BBOC,Middle,Air,11.24
7/12/2021 22:43,1,BBOC,Middle,Air,11.28
7/12/2021 22:53,1,BBOC,Middle,Air,11.28
7/12/2021 23:03,1,BBOC,Middle,Air,11.24
7/12/2021 23:13,1,BBOC,Middle,Air,11.15
7/12/2021 23:23,1,BBOC,Middle,Air,11.11
7/12/2021 23:33,1,BBOC,Middle,Air,11.28
7/12/2021 23:43,1,BBOC,Middle,Air,11.45
7/12/2021 23:53,1,BBOC,Middle,Air,11.45
7/13/2021 0:03,1,BBOC,Middle,Air,11.37
7/13/2021 0:13,1,BBOC,Middle,Air,11.49
7/13/2021 0:23,1,BBOC,Middle,Air,11.49
7/13/2021 0:33,1,BBOC,Middle,Air,11.49
7/13/2021 0:43,1,BBOC,Middle,Air,11.45
7/13/2021 0:53,1,BBOC,Middle,Air,11.37
7/13/2021 1:03,1,BBOC,Middle,Air,11.49
7/13/2021 1:13,1,BBOC,Middle,Air,11.41
7/13/2021 1:23,1,BBOC,Middle,Air,11.28
7/13/2021 1:33,1,BBOC,Middle,Air,11.45
7/13/2021 1:43,1,BBOC,Middle,Air,11.41
7/13/2021 1:53,1,BBOC,Middle,Air,11.45
7/13/2021 2:03,1,BBOC,Middle,Air,11.41
7/13/2021 2:13,1,BBOC,Middle,Air,11.32
7/13/2021 2:23,1,BBOC,Middle,Air,11.45
7/13/2021 2:33,1,BBOC,Middle,Air,11.49
7/13/2021 2:43,1,BBOC,Middle,Air,11.49
7/13/2021 2:53,1,BBOC,Middle,Air,11.62
7/13/2021 3:03,1,BBOC,Middle,Air,11.58
7/13/2021 3:13,1,BBOC,Middle,Air,11.45
7/13/2021 3:23,1,BBOC,Middle,Air,11.67
7/13/2021 3:33,1,BBOC,Middle,Air,11.49
7/13/2021 3:43,1,BBOC,Middle,Air,11.28
7/13/2021 3:53,1,BBOC,Middle,Air,11.32
7/13/2021 4:03,1,BBOC,Middle,Air,11.07
7/13/2021 4:13,1,BBOC,Middle,Air,11.07
7/13/2021 4:23,1,BBOC,Middle,Air,10.98
7/13/2021 4:33,1,BBOC,Middle,Air,10.94
7/13/2021 4:43,1,BBOC,Middle,Air,10.85
7/13/2021 4:53,1,BBOC,Middle,Air,10.98
7/13/2021 5:03,1,BBOC,Middle,Air,10.94
7/13/2021 5:13,1,BBOC,Middle,Air,11.02
7/13/2021 5:23,1,BBOC,Middle,Air,11.11
7/13/2021 5:33,1,BBOC,Middle,Air,11.19
7/13/2021 5:43,1,BBOC,Middle,Air,11.28
7/13/2021 5:53,1,BBOC,Middle,Air,11.15
7/13/2021 6:03,1,BBOC,Middle,Air,11.15
7/13/2021 6:13,1,BBOC,Middle,Air,11.15
7/13/2021 6:23,1,BBOC,Middle,Air,11.19
7/13/2021 6:33,1,BBOC,Middle,Air,11.15
7/13/2021 6:43,1,BBOC,Middle,Air,11.15
7/13/2021 6:53,1,BBOC,Middle,Air,11.19
7/13/2021 7:03,1,BBOC,Middle,Air,11.28
7/13/2021 7:13,1,BBOC,Middle,Air,11.37
7/13/2021 7:23,1,BBOC,Middle,Air,11.49
7/13/2021 7:33,1,BBOC,Middle,Air,11.37
7/13/2021 7:43,1,BBOC,Middle,Air,11.28
7/13/2021 7:53,1,BBOC,Middle,Air,11.37
7/13/2021 8:03,1,BBOC,Middle,Air,11.49
7/13/2021 8:13,1,BBOC,Middle,Air,11.62
7/13/2021 8:23,1,BBOC,Middle,Air,11.79
7/13/2021 8:33,1,BBOC,Middle,Air,11.75
7/13/2021 8:43,1,BBOC,Middle,Air,11.92
7/13/2021 8:53,1,BBOC,Middle,Air,11.97
7/13/2021 9:03,1,BBOC,Middle,Air,12.01
7/13/2021 9:13,1,BBOC,Middle,Air,12.31
7/13/2021 9:23,1,BBOC,Middle,Air,12.48
7/13/2021 9:33,1,BBOC,Middle,Air,12.7
7/13/2021 9:43,1,BBOC,Middle,Air,12.74
7/13/2021 9:53,1,BBOC,Middle,Air,13
7/13/2021 10:03,1,BBOC,Middle,Air,13.21
7/13/2021 10:13,1,BBOC,Middle,Air,13.43
7/13/2021 10:23,1,BBOC,Middle,Air,13.55
7/13/2021 10:33,1,BBOC,Middle,Air,13.04
7/13/2021 10:43,1,BBOC,Middle,Air,13.3
7/13/2021 10:53,1,BBOC,Middle,Air,13.04
7/13/2021 11:03,1,BBOC,Middle,Air,13
7/13/2021 11:13,1,BBOC,Middle,Air,13
7/13/2021 11:23,1,BBOC,Middle,Air,12.87
7/13/2021 11:33,1,BBOC,Middle,Air,13
7/13/2021 11:43,1,BBOC,Middle,Air,13.08
7/13/2021 11:53,1,BBOC,Middle,Air,13.3
7/13/2021 12:03,1,BBOC,Middle,Air,13.38
7/13/2021 12:13,1,BBOC,Middle,Air,13.3
7/13/2021 12:23,1,BBOC,Middle,Air,13.51
7/13/2021 12:33,1,BBOC,Middle,Air,13.25
7/13/2021 12:43,1,BBOC,Middle,Air,13.08
7/13/2021 12:53,1,BBOC,Middle,Air,12.82
7/13/2021 13:03,1,BBOC,Middle,Air,12.78
7/13/2021 13:13,1,BBOC,Middle,Air,12.91
7/13/2021 13:23,1,BBOC,Middle,Air,12.91
7/13/2021 13:33,1,BBOC,Middle,Air,13.04
7/13/2021 13:43,1,BBOC,Middle,Air,12.91
7/13/2021 13:53,1,BBOC,Middle,Air,12.78
7/13/2021 14:03,1,BBOC,Middle,Air,12.74
7/13/2021 14:13,1,BBOC,Middle,Air,12.95
7/13/2021 14:23,1,BBOC,Middle,Air,12.95
7/13/2021 14:33,1,BBOC,Middle,Air,13.08
7/13/2021 14:43,1,BBOC,Middle,Air,12.95
7/13/2021 14:53,1,BBOC,Middle,Air,12.65
7/13/2021 15:03,1,BBOC,Middle,Air,12.91
7/13/2021 15:13,1,BBOC,Middle,Air,12.95
7/13/2021 15:23,1,BBOC,Middle,Air,12.82
7/13/2021 15:33,1,BBOC,Middle,Air,12.78
7/13/2021 15:43,1,BBOC,Middle,Air,12.74
7/13/2021 15:53,1,BBOC,Middle,Air,12.82
7/13/2021 16:03,1,BBOC,Middle,Air,12.7
7/13/2021 16:13,1,BBOC,Middle,Air,12.74
7/13/2021 16:23,1,BBOC,Middle,Air,12.74
7/13/2021 16:33,1,BBOC,Middle,Air,12.87
7/13/2021 16:43,1,BBOC,Middle,Air,12.95
7/13/2021 16:53,1,BBOC,Middle,Air,12.91
7/13/2021 17:03,1,BBOC,Middle,Air,12.61
7/13/2021 17:13,1,BBOC,Middle,Air,12.4
7/13/2021 17:23,1,BBOC,Middle,Air,12.27
7/13/2021 17:33,1,BBOC,Middle,Air,12.22
7/13/2021 17:43,1,BBOC,Middle,Air,12.1
7/13/2021 17:53,1,BBOC,Middle,Air,12.27
7/13/2021 18:03,1,BBOC,Middle,Air,12.1
7/13/2021 18:13,1,BBOC,Middle,Air,11.97
7/13/2021 18:23,1,BBOC,Middle,Air,12.1
7/13/2021 18:33,1,BBOC,Middle,Air,12.18
7/13/2021 18:43,1,BBOC,Middle,Air,12.18
7/13/2021 18:53,1,BBOC,Middle,Air,12.18
7/13/2021 19:03,1,BBOC,Middle,Air,12.1
7/13/2021 19:13,1,BBOC,Middle,Air,12.05
7/13/2021 19:23,1,BBOC,Middle,Air,12.14
7/13/2021 19:33,1,BBOC,Middle,Air,12.14
7/13/2021 19:43,1,BBOC,Middle,Air,11.97
7/13/2021 19:53,1,BBOC,Middle,Air,11.92
7/13/2021 20:03,1,BBOC,Middle,Air,11.92
7/13/2021 20:13,1,BBOC,Middle,Air,11.88
7/13/2021 20:23,1,BBOC,Middle,Air,11.84
7/13/2021 20:33,1,BBOC,Middle,Air,11.88
7/13/2021 20:43,1,BBOC,Middle,Air,11.88
7/13/2021 20:53,1,BBOC,Middle,Air,11.75
7/13/2021 21:03,1,BBOC,Middle,Air,11.79
7/13/2021 21:13,1,BBOC,Middle,Air,11.71
7/13/2021 21:23,1,BBOC,Middle,Air,11.84
7/13/2021 21:33,1,BBOC,Middle,Air,11.79
7/13/2021 21:43,1,BBOC,Middle,Air,11.75
7/13/2021 21:53,1,BBOC,Middle,Air,11.75
7/13/2021 22:03,1,BBOC,Middle,Air,11.79
7/13/2021 22:13,1,BBOC,Middle,Air,11.84
7/13/2021 22:23,1,BBOC,Middle,Air,11.92
7/13/2021 22:33,1,BBOC,Middle,Air,11.97
7/13/2021 22:43,1,BBOC,Middle,Air,11.97
7/13/2021 22:53,1,BBOC,Middle,Air,12.01
7/13/2021 23:03,1,BBOC,Middle,Air,12.05
7/13/2021 23:13,1,BBOC,Middle,Air,12.05
7/13/2021 23:23,1,BBOC,Middle,Air,11.97
7/13/2021 23:33,1,BBOC,Middle,Air,12.1
7/13/2021 23:43,1,BBOC,Middle,Air,12.1
7/13/2021 23:53,1,BBOC,Middle,Air,12.01
7/14/2021 0:03,1,BBOC,Middle,Air,12.01
7/14/2021 0:13,1,BBOC,Middle,Air,12.01
7/14/2021 0:23,1,BBOC,Middle,Air,12.05
7/14/2021 0:33,1,BBOC,Middle,Air,12.1
7/14/2021 0:43,1,BBOC,Middle,Air,12.01
7/14/2021 0:53,1,BBOC,Middle,Air,12.01
7/14/2021 1:03,1,BBOC,Middle,Air,11.97
7/14/2021 1:13,1,BBOC,Middle,Air,12.05
7/14/2021 1:23,1,BBOC,Middle,Air,12.01
7/14/2021 1:33,1,BBOC,Middle,Air,12.1
7/14/2021 1:43,1,BBOC,Middle,Air,12.22
7/14/2021 1:53,1,BBOC,Middle,Air,12.18
7/14/2021 2:03,1,BBOC,Middle,Air,12.27
7/14/2021 2:13,1,BBOC,Middle,Air,12.4
7/14/2021 2:23,1,BBOC,Middle,Air,12.1
7/14/2021 2:33,1,BBOC,Middle,Air,12.01
7/14/2021 2:43,1,BBOC,Middle,Air,12.18
7/14/2021 2:53,1,BBOC,Middle,Air,12.22
7/14/2021 3:03,1,BBOC,Middle,Air,12.14
7/14/2021 3:13,1,BBOC,Middle,Air,12.18
7/14/2021 3:23,1,BBOC,Middle,Air,12.05
7/14/2021 3:33,1,BBOC,Middle,Air,12.05
7/14/2021 3:43,1,BBOC,Middle,Air,12.14
7/14/2021 3:53,1,BBOC,Middle,Air,12.05
7/14/2021 4:03,1,BBOC,Middle,Air,12.05
7/14/2021 4:13,1,BBOC,Middle,Air,12.01
7/14/2021 4:23,1,BBOC,Middle,Air,12.1
7/14/2021 4:33,1,BBOC,Middle,Air,12.01
7/14/2021 4:43,1,BBOC,Middle,Air,11.97
7/14/2021 4:53,1,BBOC,Middle,Air,12.01
7/14/2021 5:03,1,BBOC,Middle,Air,12.01
7/14/2021 5:13,1,BBOC,Middle,Air,12.05
7/14/2021 5:23,1,BBOC,Middle,Air,12.14
7/14/2021 5:33,1,BBOC,Middle,Air,12.14
7/14/2021 5:43,1,BBOC,Middle,Air,12.1
7/14/2021 5:53,1,BBOC,Middle,Air,12.05
7/14/2021 6:03,1,BBOC,Middle,Air,12.01
7/14/2021 6:13,1,BBOC,Middle,Air,11.97
7/14/2021 6:23,1,BBOC,Middle,Air,11.97
7/14/2021 6:33,1,BBOC,Middle,Air,11.88
7/14/2021 6:43,1,BBOC,Middle,Air,11.92
7/14/2021 6:53,1,BBOC,Middle,Air,11.92
7/14/2021 7:03,1,BBOC,Middle,Air,12.05
